polyclinic,date,time,patientCount
Toa Payoh,2018-01-10,15:10,69
Toa Payoh,2018-01-10,15:15,69
Toa Payoh,2018-01-10,15:20,69
Toa Payoh,2018-01-10,15:25,69
Toa Payoh,2018-01-10,15:30,69
Toa Payoh,2018-01-10,15:35,78
Toa Payoh,2018-01-10,15:40,78
Toa Payoh,2018-01-10,15:45,78
Toa Payoh,2018-01-10,15:50,59
Toa Payoh,2018-01-10,15:55,59
Toa Payoh,2018-01-11,08:00,14
Toa Payoh,2018-01-11,08:05,26
Toa Payoh,2018-01-11,08:10,26
Toa Payoh,2018-01-11,08:15,26
Toa Payoh,2018-01-11,08:20,51
Toa Payoh,2018-01-11,08:25,51
Toa Payoh,2018-01-11,08:30,51
Toa Payoh,2018-01-11,08:35,57
Toa Payoh,2018-01-11,08:40,57
Toa Payoh,2018-01-11,08:45,57
Toa Payoh,2018-01-11,08:50,66
Toa Payoh,2018-01-11,08:55,66
Toa Payoh,2018-01-11,09:00,66
Toa Payoh,2018-01-11,09:05,62
Toa Payoh,2018-01-11,09:10,62
Toa Payoh,2018-01-11,09:15,62
Toa Payoh,2018-01-11,09:20,62
Toa Payoh,2018-01-11,09:25,62
Toa Payoh,2018-01-11,09:30,62
Toa Payoh,2018-01-11,09:35,64
Toa Payoh,2018-01-11,09:40,64
Toa Payoh,2018-01-11,09:45,64
Toa Payoh,2018-01-11,09:50,70
Toa Payoh,2018-01-11,09:55,70
Toa Payoh,2018-01-11,10:00,70
Toa Payoh,2018-01-11,10:05,67
Toa Payoh,2018-01-11,10:10,67
Toa Payoh,2018-01-11,10:15,67
Toa Payoh,2018-01-11,10:20,70
Toa Payoh,2018-01-11,10:25,70
Toa Payoh,2018-01-11,10:30,70
Toa Payoh,2018-01-11,10:35,67
Toa Payoh,2018-01-11,10:40,67
Toa Payoh,2018-01-11,10:45,67
Toa Payoh,2018-01-11,10:50,79
Toa Payoh,2018-01-11,10:55,79
Toa Payoh,2018-01-11,11:00,79
Toa Payoh,2018-01-11,11:05,85
Toa Payoh,2018-01-11,11:10,85
Toa Payoh,2018-01-11,11:15,85
Toa Payoh,2018-01-11,11:20,81
Toa Payoh,2018-01-11,11:25,81
Toa Payoh,2018-01-11,11:30,81
Toa Payoh,2018-01-11,11:35,83
Toa Payoh,2018-01-11,11:40,83
Toa Payoh,2018-01-11,11:45,83
Toa Payoh,2018-01-11,11:50,83
Toa Payoh,2018-01-11,11:55,83
Toa Payoh,2018-01-11,13:30,12
Toa Payoh,2018-01-11,13:35,23
Toa Payoh,2018-01-11,13:40,23
Toa Payoh,2018-01-11,13:45,23
Toa Payoh,2018-01-11,13:50,29
Toa Payoh,2018-01-11,13:55,29
Toa Payoh,2018-01-11,14:00,29
Toa Payoh,2018-01-11,14:05,47
Toa Payoh,2018-01-11,14:15,47
Toa Payoh,2018-01-11,14:20,61
Toa Payoh,2018-01-11,14:25,61
Toa Payoh,2018-01-11,14:30,61
Toa Payoh,2018-01-11,14:35,62
Toa Payoh,2018-01-11,14:40,62
Toa Payoh,2018-01-11,14:45,62
Toa Payoh,2018-01-11,14:50,70
Toa Payoh,2018-01-11,14:55,70
Toa Payoh,2018-01-11,15:00,70
Toa Payoh,2018-01-11,15:05,69
Toa Payoh,2018-01-11,15:10,69
Toa Payoh,2018-01-11,15:15,69
Toa Payoh,2018-01-11,15:20,69
Toa Payoh,2018-01-11,15:25,69
Toa Payoh,2018-01-11,15:30,69
Toa Payoh,2018-01-11,15:35,75
Toa Payoh,2018-01-11,15:40,75
Toa Payoh,2018-01-11,15:45,75
Toa Payoh,2018-01-11,15:50,75
Toa Payoh,2018-01-11,15:55,75
Toa Payoh,2018-01-12,08:00,7
Toa Payoh,2018-01-12,08:05,24
Toa Payoh,2018-01-12,08:10,24
Toa Payoh,2018-01-12,08:15,24
Toa Payoh,2018-01-12,08:20,42
Toa Payoh,2018-01-12,08:25,42
Toa Payoh,2018-01-12,08:30,42
Toa Payoh,2018-01-12,08:35,58
Toa Payoh,2018-01-12,08:40,58
Toa Payoh,2018-01-12,08:45,58
Toa Payoh,2018-01-12,08:50,70
Toa Payoh,2018-01-12,08:55,70
Toa Payoh,2018-01-12,09:00,70
Toa Payoh,2018-01-12,09:05,70
Toa Payoh,2018-01-12,09:10,70
Toa Payoh,2018-01-12,09:15,70
Toa Payoh,2018-01-12,09:20,80
Toa Payoh,2018-01-12,09:25,80
Toa Payoh,2018-01-12,09:30,80
Toa Payoh,2018-01-12,09:35,83
Toa Payoh,2018-01-12,09:40,83
Toa Payoh,2018-01-12,09:45,83
Toa Payoh,2018-01-12,09:50,85
Toa Payoh,2018-01-12,09:55,85
Toa Payoh,2018-01-12,10:00,85
Toa Payoh,2018-01-12,10:05,88
Toa Payoh,2018-01-12,10:10,88
Toa Payoh,2018-01-12,10:15,88
Toa Payoh,2018-01-12,10:20,87
Toa Payoh,2018-01-12,10:25,87
Toa Payoh,2018-01-12,10:30,87
Toa Payoh,2018-01-12,10:35,87
Toa Payoh,2018-01-12,10:40,87
Toa Payoh,2018-01-12,10:45,87
Toa Payoh,2018-01-12,10:50,90
Toa Payoh,2018-01-12,10:55,90
Toa Payoh,2018-01-12,11:00,90
Toa Payoh,2018-01-12,11:05,92
Toa Payoh,2018-01-12,11:10,92
Toa Payoh,2018-01-12,11:15,92
Toa Payoh,2018-01-12,11:20,83
Toa Payoh,2018-01-12,11:25,83
Toa Payoh,2018-01-12,11:30,83
Toa Payoh,2018-01-12,11:35,85
Toa Payoh,2018-01-12,11:40,85
Toa Payoh,2018-01-12,11:45,85
Toa Payoh,2018-01-12,11:50,88
Toa Payoh,2018-01-12,11:55,88
Toa Payoh,2018-01-12,13:30,19
Toa Payoh,2018-01-12,13:35,17
Toa Payoh,2018-01-12,13:40,17
Toa Payoh,2018-01-12,13:45,17
Toa Payoh,2018-01-12,13:50,26
Toa Payoh,2018-01-12,13:55,26
Toa Payoh,2018-01-12,14:00,26
Toa Payoh,2018-01-12,14:05,37
Toa Payoh,2018-01-12,14:10,37
Toa Payoh,2018-01-12,14:15,37
Toa Payoh,2018-01-12,14:20,53
Toa Payoh,2018-01-12,14:25,53
Toa Payoh,2018-01-12,14:30,53
Toa Payoh,2018-01-12,14:35,53
Toa Payoh,2018-01-12,14:40,53
Toa Payoh,2018-01-12,14:45,53
Toa Payoh,2018-01-12,14:50,48
Toa Payoh,2018-01-12,14:55,48
Toa Payoh,2018-01-12,15:00,48
Toa Payoh,2018-01-12,15:05,57
Toa Payoh,2018-01-12,15:10,57
Toa Payoh,2018-01-12,15:15,57
Toa Payoh,2018-01-12,15:20,62
Toa Payoh,2018-01-12,15:25,62
Toa Payoh,2018-01-12,15:30,62
Toa Payoh,2018-01-12,15:35,62
Toa Payoh,2018-01-12,15:40,62
Toa Payoh,2018-01-12,15:45,62
Toa Payoh,2018-01-12,15:50,83
Toa Payoh,2018-01-12,15:55,83
Toa Payoh,2018-01-13,08:00,17
Toa Payoh,2018-01-13,08:05,29
Toa Payoh,2018-01-13,08:10,29
Toa Payoh,2018-01-13,08:15,29
Toa Payoh,2018-01-13,08:20,48
Toa Payoh,2018-01-13,08:25,48
Toa Payoh,2018-01-13,08:30,48
Toa Payoh,2018-01-13,08:35,41
Toa Payoh,2018-01-13,08:40,41
Toa Payoh,2018-01-13,08:45,41
Toa Payoh,2018-01-13,08:50,47
Toa Payoh,2018-01-13,08:55,47
Toa Payoh,2018-01-13,09:00,47
Toa Payoh,2018-01-13,09:05,37
Toa Payoh,2018-01-13,09:10,37
Toa Payoh,2018-01-13,09:15,37
Toa Payoh,2018-01-13,09:20,45
Toa Payoh,2018-01-13,09:25,45
Toa Payoh,2018-01-13,09:30,45
Toa Payoh,2018-01-13,09:35,54
Toa Payoh,2018-01-13,09:40,54
Toa Payoh,2018-01-13,09:45,54
Toa Payoh,2018-01-13,09:50,58
Toa Payoh,2018-01-13,09:55,58
Toa Payoh,2018-01-13,10:00,58
Toa Payoh,2018-01-13,10:05,69
Toa Payoh,2018-01-13,10:10,69
Toa Payoh,2018-01-13,10:15,69
Toa Payoh,2018-01-13,10:20,73
Toa Payoh,2018-01-13,10:25,73
Toa Payoh,2018-01-13,10:30,73
Toa Payoh,2018-01-13,10:35,75
Toa Payoh,2018-01-13,10:40,75
Toa Payoh,2018-01-13,10:45,75
Toa Payoh,2018-01-13,10:50,79
Toa Payoh,2018-01-13,10:55,79
Toa Payoh,2018-01-13,11:00,79
Toa Payoh,2018-01-13,11:05,93
Toa Payoh,2018-01-13,11:10,93
Toa Payoh,2018-01-13,11:15,93
Toa Payoh,2018-01-13,11:20,89
Toa Payoh,2018-01-13,11:25,89
Toa Payoh,2018-01-13,11:30,89
Toa Payoh,2018-01-13,11:35,91
Toa Payoh,2018-01-13,11:40,91
Toa Payoh,2018-01-13,11:45,91
Toa Payoh,2018-01-13,11:50,88
Toa Payoh,2018-01-13,11:55,88
Toa Payoh,2018-01-15,08:00,0
Toa Payoh,2018-01-15,08:05,25
Toa Payoh,2018-01-15,08:10,25
Toa Payoh,2018-01-15,08:15,25
Toa Payoh,2018-01-15,08:20,50
Toa Payoh,2018-01-15,08:25,50
Toa Payoh,2018-01-15,08:30,50
Toa Payoh,2018-01-15,08:35,81
Toa Payoh,2018-01-15,08:40,81
Toa Payoh,2018-01-15,08:45,81
Toa Payoh,2018-01-15,08:50,91
Toa Payoh,2018-01-15,08:55,91
Toa Payoh,2018-01-15,09:00,91
Toa Payoh,2018-01-15,09:05,97
Toa Payoh,2018-01-15,09:10,97
Toa Payoh,2018-01-15,09:15,97
Toa Payoh,2018-01-15,09:20,95
Toa Payoh,2018-01-15,09:25,95
Toa Payoh,2018-01-15,09:30,95
Toa Payoh,2018-01-15,09:35,104
Toa Payoh,2018-01-15,09:40,104
Toa Payoh,2018-01-15,09:45,104
Toa Payoh,2018-01-15,09:50,105
Toa Payoh,2018-01-15,09:55,105
Toa Payoh,2018-01-15,10:00,105
Toa Payoh,2018-01-15,10:05,108
Toa Payoh,2018-01-15,10:10,108
Toa Payoh,2018-01-15,10:15,108
Toa Payoh,2018-01-15,10:20,112
Toa Payoh,2018-01-15,10:25,112
Toa Payoh,2018-01-15,10:30,112
Toa Payoh,2018-01-15,10:35,146
Toa Payoh,2018-01-15,10:40,146
Toa Payoh,2018-01-15,10:45,146
Toa Payoh,2018-01-15,10:50,133
Toa Payoh,2018-01-15,10:55,133
Toa Payoh,2018-01-15,11:00,133
Toa Payoh,2018-01-15,11:05,139
Toa Payoh,2018-01-15,11:10,139
Toa Payoh,2018-01-15,11:15,139
Toa Payoh,2018-01-15,11:20,147
Toa Payoh,2018-01-15,11:25,147
Toa Payoh,2018-01-15,11:30,147
Toa Payoh,2018-01-15,11:35,141
Toa Payoh,2018-01-15,11:40,141
Toa Payoh,2018-01-15,11:45,141
Toa Payoh,2018-01-15,11:50,154
Toa Payoh,2018-01-15,11:55,154
Toa Payoh,2018-01-15,13:30,72
Toa Payoh,2018-01-15,13:35,54
Toa Payoh,2018-01-15,13:40,54
Toa Payoh,2018-01-15,13:45,54
Toa Payoh,2018-01-15,13:50,45
Toa Payoh,2018-01-15,13:55,45
Toa Payoh,2018-01-15,14:00,45
Toa Payoh,2018-01-15,14:05,53
Toa Payoh,2018-01-15,14:10,53
Toa Payoh,2018-01-15,14:15,53
Toa Payoh,2018-01-15,14:20,77
Toa Payoh,2018-01-15,14:25,77
Toa Payoh,2018-01-15,14:30,77
Toa Payoh,2018-01-15,14:35,96
Toa Payoh,2018-01-15,14:40,96
Toa Payoh,2018-01-15,14:45,96
Toa Payoh,2018-01-15,14:50,102
Toa Payoh,2018-01-15,14:55,102
Toa Payoh,2018-01-15,15:00,102
Toa Payoh,2018-01-15,15:05,110
Toa Payoh,2018-01-15,15:10,110
Toa Payoh,2018-01-15,15:15,110
Toa Payoh,2018-01-15,15:20,112
Toa Payoh,2018-01-15,15:25,112
Toa Payoh,2018-01-15,15:30,112
Toa Payoh,2018-01-15,15:35,111
Toa Payoh,2018-01-15,15:40,111
Toa Payoh,2018-01-15,15:45,111
Toa Payoh,2018-01-15,15:50,117
Toa Payoh,2018-01-15,15:55,117
Toa Payoh,2018-01-16,08:00,8
Toa Payoh,2018-01-16,08:05,18
Toa Payoh,2018-01-16,08:10,18
Toa Payoh,2018-01-16,08:15,18
Toa Payoh,2018-01-16,08:20,43
Toa Payoh,2018-01-16,08:25,43
Toa Payoh,2018-01-16,08:30,43
Toa Payoh,2018-01-16,08:35,51
Toa Payoh,2018-01-16,08:40,51
Toa Payoh,2018-01-16,08:45,51
Toa Payoh,2018-01-16,08:50,59
Toa Payoh,2018-01-16,08:55,59
Toa Payoh,2018-01-16,09:00,59
Toa Payoh,2018-01-16,09:05,69
Toa Payoh,2018-01-16,09:10,69
Toa Payoh,2018-01-16,09:15,69
Toa Payoh,2018-01-16,09:20,79
Toa Payoh,2018-01-16,09:25,79
Toa Payoh,2018-01-16,09:30,79
Toa Payoh,2018-01-16,09:35,89
Toa Payoh,2018-01-16,09:40,89
Toa Payoh,2018-01-16,09:45,89
Toa Payoh,2018-01-16,09:50,101
Toa Payoh,2018-01-16,09:55,101
Toa Payoh,2018-01-16,10:00,101
Toa Payoh,2018-01-16,10:05,107
Toa Payoh,2018-01-16,10:10,107
Toa Payoh,2018-01-16,10:15,107
Toa Payoh,2018-01-16,10:20,114
Toa Payoh,2018-01-16,10:25,114
Toa Payoh,2018-01-16,10:30,114
Toa Payoh,2018-01-16,10:35,113
Toa Payoh,2018-01-16,10:40,113
Toa Payoh,2018-01-16,10:45,113
Toa Payoh,2018-01-16,10:50,116
Toa Payoh,2018-01-16,10:55,116
Toa Payoh,2018-01-16,11:00,116
Toa Payoh,2018-01-16,11:05,118
Toa Payoh,2018-01-16,11:10,118
Toa Payoh,2018-01-16,11:15,118
Toa Payoh,2018-01-16,11:20,126
Toa Payoh,2018-01-16,11:25,126
Toa Payoh,2018-01-16,11:30,126
Toa Payoh,2018-01-16,11:35,132
Toa Payoh,2018-01-16,11:40,132
Toa Payoh,2018-01-16,11:45,132
Toa Payoh,2018-01-16,11:50,117
Toa Payoh,2018-01-16,11:55,117
Toa Payoh,2018-01-16,13:30,29
Toa Payoh,2018-01-16,13:35,31
Toa Payoh,2018-01-16,13:40,31
Toa Payoh,2018-01-16,13:45,31
Toa Payoh,2018-01-16,13:50,44
Toa Payoh,2018-01-16,13:55,44
Toa Payoh,2018-01-16,14:00,44
Toa Payoh,2018-01-16,14:05,63
Toa Payoh,2018-01-16,14:10,63
Toa Payoh,2018-01-16,14:15,63
Toa Payoh,2018-01-16,14:20,83
Toa Payoh,2018-01-16,14:25,83
Toa Payoh,2018-01-16,14:30,83
Toa Payoh,2018-01-16,14:35,83
Toa Payoh,2018-01-16,14:40,83
Toa Payoh,2018-01-16,14:45,83
Toa Payoh,2018-01-16,14:50,101
Toa Payoh,2018-01-16,14:55,101
Toa Payoh,2018-01-16,15:00,101
Toa Payoh,2018-01-16,15:05,92
Toa Payoh,2018-01-16,15:10,92
Toa Payoh,2018-01-16,15:15,92
Toa Payoh,2018-01-16,15:20,91
Toa Payoh,2018-01-16,15:25,91
Toa Payoh,2018-01-16,15:30,91
Toa Payoh,2018-01-16,15:35,89
Toa Payoh,2018-01-16,15:40,89
Toa Payoh,2018-01-16,15:45,89
Toa Payoh,2018-01-16,15:50,97
Toa Payoh,2018-01-16,15:55,97
Toa Payoh,2018-01-17,08:00,9
Toa Payoh,2018-01-17,08:05,23
Toa Payoh,2018-01-17,08:10,23
Toa Payoh,2018-01-17,08:15,23
Toa Payoh,2018-01-17,08:20,41
Toa Payoh,2018-01-17,08:25,41
Toa Payoh,2018-01-17,08:30,41
Toa Payoh,2018-01-17,08:35,49
Toa Payoh,2018-01-17,08:40,49
Toa Payoh,2018-01-17,08:45,49
Toa Payoh,2018-01-17,08:50,52
Toa Payoh,2018-01-17,08:55,52
Toa Payoh,2018-01-17,09:00,52
Toa Payoh,2018-01-17,09:05,62
Toa Payoh,2018-01-17,09:10,62
Toa Payoh,2018-01-17,09:15,62
Toa Payoh,2018-01-17,09:20,63
Toa Payoh,2018-01-17,09:25,63
Toa Payoh,2018-01-17,09:30,63
Toa Payoh,2018-01-17,09:35,61
Toa Payoh,2018-01-17,09:40,61
Toa Payoh,2018-01-17,09:45,61
Toa Payoh,2018-01-17,09:50,65
Toa Payoh,2018-01-17,09:55,65
Toa Payoh,2018-01-17,10:00,65
Toa Payoh,2018-01-17,10:05,73
Toa Payoh,2018-01-17,10:10,73
Toa Payoh,2018-01-17,10:15,73
Toa Payoh,2018-01-17,10:20,72
Toa Payoh,2018-01-17,10:25,72
Toa Payoh,2018-01-17,10:30,72
Toa Payoh,2018-01-17,10:35,79
Toa Payoh,2018-01-17,10:40,79
Toa Payoh,2018-01-17,10:45,79
Toa Payoh,2018-01-17,10:50,88
Toa Payoh,2018-01-17,10:55,88
Toa Payoh,2018-01-17,11:00,88
Toa Payoh,2018-01-17,11:05,85
Toa Payoh,2018-01-17,11:10,85
Toa Payoh,2018-01-17,11:15,85
Toa Payoh,2018-01-17,11:20,84
Toa Payoh,2018-01-17,11:25,84
Toa Payoh,2018-01-17,11:30,84
Toa Payoh,2018-01-17,11:35,80
Toa Payoh,2018-01-17,11:40,80
Toa Payoh,2018-01-17,11:45,80
Toa Payoh,2018-01-17,11:50,74
Toa Payoh,2018-01-17,11:55,74
Toa Payoh,2018-01-17,13:30,19
Toa Payoh,2018-01-17,13:35,15
Toa Payoh,2018-01-17,13:40,15
Toa Payoh,2018-01-17,13:45,15
Toa Payoh,2018-01-17,13:50,28
Toa Payoh,2018-01-17,13:55,28
Toa Payoh,2018-01-17,14:00,28
Toa Payoh,2018-01-17,14:05,45
Toa Payoh,2018-01-17,14:10,45
Toa Payoh,2018-01-17,14:15,45
Toa Payoh,2018-01-17,14:20,54
Toa Payoh,2018-01-17,14:25,54
Toa Payoh,2018-01-17,14:30,54
Toa Payoh,2018-01-17,14:35,52
Toa Payoh,2018-01-17,14:40,52
Toa Payoh,2018-01-17,14:45,52
Toa Payoh,2018-01-17,14:50,64
Toa Payoh,2018-01-17,14:55,64
Toa Payoh,2018-01-17,15:00,64
Toa Payoh,2018-01-17,15:05,64
Toa Payoh,2018-01-17,15:10,64
Toa Payoh,2018-01-17,15:15,64
Toa Payoh,2018-01-17,15:20,69
Toa Payoh,2018-01-17,15:25,69
Toa Payoh,2018-01-17,15:30,69
Toa Payoh,2018-01-17,15:35,60
Toa Payoh,2018-01-17,15:40,60
Toa Payoh,2018-01-17,15:45,60
Toa Payoh,2018-01-17,15:50,62
Toa Payoh,2018-01-17,15:55,62
Toa Payoh,2018-01-18,08:00,11
Toa Payoh,2018-01-18,08:05,23
Toa Payoh,2018-01-18,08:10,23
Toa Payoh,2018-01-18,08:15,23
Toa Payoh,2018-01-18,08:20,40
Toa Payoh,2018-01-18,08:25,40
Toa Payoh,2018-01-18,08:30,40
Toa Payoh,2018-01-18,08:35,48
Toa Payoh,2018-01-18,08:40,48
Toa Payoh,2018-01-18,08:45,48
Toa Payoh,2018-01-18,08:50,52
Toa Payoh,2018-01-18,08:55,52
Toa Payoh,2018-01-18,09:00,52
Toa Payoh,2018-01-18,09:05,64
Toa Payoh,2018-01-18,09:10,64
Toa Payoh,2018-01-18,09:15,64
Toa Payoh,2018-01-18,09:20,56
Toa Payoh,2018-01-18,09:25,56
Toa Payoh,2018-01-18,09:30,56
Toa Payoh,2018-01-18,09:35,63
Toa Payoh,2018-01-18,09:40,63
Toa Payoh,2018-01-18,09:45,63
Toa Payoh,2018-01-18,09:50,72
Toa Payoh,2018-01-18,09:55,72
Toa Payoh,2018-01-18,10:00,72
Toa Payoh,2018-01-18,10:05,74
Toa Payoh,2018-01-18,10:10,74
Toa Payoh,2018-01-18,10:15,74
Toa Payoh,2018-01-18,10:20,77
Toa Payoh,2018-01-18,10:25,77
Toa Payoh,2018-01-18,10:30,77
Toa Payoh,2018-01-18,10:35,76
Toa Payoh,2018-01-18,10:40,76
Toa Payoh,2018-01-18,10:45,76
Toa Payoh,2018-01-18,10:50,83
Toa Payoh,2018-01-18,10:55,83
Toa Payoh,2018-01-18,11:00,83
Toa Payoh,2018-01-18,11:05,83
Toa Payoh,2018-01-18,11:10,83
Toa Payoh,2018-01-18,11:15,83
Toa Payoh,2018-01-18,11:20,82
Toa Payoh,2018-01-18,11:25,82
Toa Payoh,2018-01-18,11:30,82
Toa Payoh,2018-01-18,11:35,78
Toa Payoh,2018-01-18,11:40,78
Toa Payoh,2018-01-18,11:45,78
Toa Payoh,2018-01-18,11:50,68
Toa Payoh,2018-01-18,11:55,68
Toa Payoh,2018-01-18,13:30,18
Toa Payoh,2018-01-18,13:35,23
Toa Payoh,2018-01-18,13:40,23
Toa Payoh,2018-01-18,13:45,23
Toa Payoh,2018-01-18,13:50,31
Toa Payoh,2018-01-18,13:55,31
Toa Payoh,2018-01-18,14:00,31
Toa Payoh,2018-01-18,14:05,46
Toa Payoh,2018-01-18,14:10,46
Toa Payoh,2018-01-18,14:15,46
Toa Payoh,2018-01-18,14:20,60
Toa Payoh,2018-01-18,14:25,60
Toa Payoh,2018-01-18,14:30,60
Toa Payoh,2018-01-18,14:35,56
Toa Payoh,2018-01-18,14:40,56
Toa Payoh,2018-01-18,14:45,56
Toa Payoh,2018-01-18,14:50,56
Toa Payoh,2018-01-18,14:55,56
Toa Payoh,2018-01-18,15:00,56
Toa Payoh,2018-01-18,15:05,55
Toa Payoh,2018-01-18,15:10,55
Toa Payoh,2018-01-18,15:15,55
Toa Payoh,2018-01-18,15:20,51
Toa Payoh,2018-01-18,15:25,51
Toa Payoh,2018-01-18,15:30,51
Toa Payoh,2018-01-18,15:35,61
Toa Payoh,2018-01-18,15:40,61
Toa Payoh,2018-01-18,15:45,61
Toa Payoh,2018-01-18,15:50,53
Toa Payoh,2018-01-18,15:55,53
Toa Payoh,2018-01-19,08:00,0
Toa Payoh,2018-01-19,08:05,21
Toa Payoh,2018-01-19,08:10,21
Toa Payoh,2018-01-19,08:15,21
Toa Payoh,2018-01-19,08:20,42
Toa Payoh,2018-01-19,08:25,42
Toa Payoh,2018-01-19,08:30,42
Toa Payoh,2018-01-19,08:35,58
Toa Payoh,2018-01-19,08:40,58
Toa Payoh,2018-01-19,08:45,58
Toa Payoh,2018-01-19,08:50,64
Toa Payoh,2018-01-19,08:55,64
Toa Payoh,2018-01-19,09:00,64
Toa Payoh,2018-01-19,09:05,52
Toa Payoh,2018-01-19,09:10,52
Toa Payoh,2018-01-19,09:15,52
Toa Payoh,2018-01-19,09:20,59
Toa Payoh,2018-01-19,09:25,59
Toa Payoh,2018-01-19,09:30,59
Toa Payoh,2018-01-19,09:35,76
Toa Payoh,2018-01-19,09:40,76
Toa Payoh,2018-01-19,09:45,76
Toa Payoh,2018-01-19,09:50,80
Toa Payoh,2018-01-19,09:55,80
Toa Payoh,2018-01-19,10:00,80
Toa Payoh,2018-01-19,10:05,83
Toa Payoh,2018-01-19,10:10,83
Toa Payoh,2018-01-19,10:15,83
Toa Payoh,2018-01-19,10:20,91
Toa Payoh,2018-01-19,10:25,91
Toa Payoh,2018-01-19,10:30,91
Toa Payoh,2018-01-19,10:35,81
Toa Payoh,2018-01-19,10:40,81
Toa Payoh,2018-01-19,10:45,81
Toa Payoh,2018-01-19,10:50,102
Toa Payoh,2018-01-19,10:55,102
Toa Payoh,2018-01-19,11:00,102
Toa Payoh,2018-01-19,11:05,96
Toa Payoh,2018-01-19,11:10,96
Toa Payoh,2018-01-19,11:15,96
Toa Payoh,2018-01-19,11:20,92
Toa Payoh,2018-01-19,11:25,92
Toa Payoh,2018-01-19,11:30,92
Toa Payoh,2018-01-19,11:35,88
Toa Payoh,2018-01-19,11:40,88
Toa Payoh,2018-01-19,11:45,88
Toa Payoh,2018-01-19,11:50,95
Toa Payoh,2018-01-19,11:55,95
Toa Payoh,2018-01-19,13:30,33
Toa Payoh,2018-01-19,13:35,23
Toa Payoh,2018-01-19,13:40,23
Toa Payoh,2018-01-19,13:45,23
Toa Payoh,2018-01-19,13:50,30
Toa Payoh,2018-01-19,13:55,30
Toa Payoh,2018-01-19,14:00,30
Toa Payoh,2018-01-19,14:05,43
Toa Payoh,2018-01-19,14:10,43
Toa Payoh,2018-01-19,14:15,43
Toa Payoh,2018-01-19,14:20,61
Toa Payoh,2018-01-19,14:25,61
Toa Payoh,2018-01-19,14:30,61
Toa Payoh,2018-01-19,14:35,66
Toa Payoh,2018-01-19,14:40,66
Toa Payoh,2018-01-19,14:45,66
Toa Payoh,2018-01-19,14:50,66
Toa Payoh,2018-01-19,14:55,66
Toa Payoh,2018-01-19,15:00,66
Toa Payoh,2018-01-19,15:05,73
Toa Payoh,2018-01-19,15:10,73
Toa Payoh,2018-01-19,15:15,73
Toa Payoh,2018-01-19,15:20,77
Toa Payoh,2018-01-19,15:25,77
Toa Payoh,2018-01-19,15:30,77
Toa Payoh,2018-01-19,15:35,83
Toa Payoh,2018-01-19,15:40,83
Toa Payoh,2018-01-19,15:45,83
Toa Payoh,2018-01-19,15:50,70
Toa Payoh,2018-01-19,15:55,70
Toa Payoh,2018-01-20,08:00,17
Toa Payoh,2018-01-20,08:05,36
Toa Payoh,2018-01-20,08:10,36
Toa Payoh,2018-01-20,08:15,36
Toa Payoh,2018-01-20,08:20,47
Toa Payoh,2018-01-20,08:25,47
Toa Payoh,2018-01-20,08:30,47
Toa Payoh,2018-01-20,08:35,49
Toa Payoh,2018-01-20,08:40,49
Toa Payoh,2018-01-20,08:45,49
Toa Payoh,2018-01-20,08:50,56
Toa Payoh,2018-01-20,08:55,56
Toa Payoh,2018-01-20,09:00,56
Toa Payoh,2018-01-20,09:05,67
Toa Payoh,2018-01-20,09:10,67
Toa Payoh,2018-01-20,09:15,67
Toa Payoh,2018-01-20,09:20,75
Toa Payoh,2018-01-20,09:25,75
Toa Payoh,2018-01-20,09:30,75
Toa Payoh,2018-01-20,09:35,76
Toa Payoh,2018-01-20,09:40,76
Toa Payoh,2018-01-20,09:45,76
Toa Payoh,2018-01-20,09:50,85
Toa Payoh,2018-01-20,09:55,85
Toa Payoh,2018-01-20,10:00,85
Toa Payoh,2018-01-20,10:05,89
Toa Payoh,2018-01-20,10:10,89
Toa Payoh,2018-01-20,10:15,89
Toa Payoh,2018-01-20,10:20,86
Toa Payoh,2018-01-20,10:25,86
Toa Payoh,2018-01-20,10:30,86
Toa Payoh,2018-01-20,10:35,87
Toa Payoh,2018-01-20,10:40,87
Toa Payoh,2018-01-20,10:45,87
Toa Payoh,2018-01-20,10:50,83
Toa Payoh,2018-01-20,10:55,83
Toa Payoh,2018-01-20,11:00,83
Toa Payoh,2018-01-20,11:05,79
Toa Payoh,2018-01-20,11:10,79
Toa Payoh,2018-01-20,11:15,79
Toa Payoh,2018-01-20,11:20,89
Toa Payoh,2018-01-20,11:25,89
Toa Payoh,2018-01-20,11:30,89
Toa Payoh,2018-01-20,11:35,87
Toa Payoh,2018-01-20,11:40,87
Toa Payoh,2018-01-20,11:45,87
Toa Payoh,2018-01-20,11:50,92
Toa Payoh,2018-01-20,11:55,92
Toa Payoh,2018-01-22,08:00,27
Toa Payoh,2018-01-22,08:05,27
Toa Payoh,2018-01-22,08:10,27
Toa Payoh,2018-01-22,08:15,52
Toa Payoh,2018-01-22,08:20,52
Toa Payoh,2018-01-22,08:25,52
Toa Payoh,2018-01-22,08:30,73
Toa Payoh,2018-01-22,08:35,73
Toa Payoh,2018-01-22,08:40,73
Toa Payoh,2018-01-22,08:45,77
Toa Payoh,2018-01-22,08:50,77
Toa Payoh,2018-01-22,08:55,77
Toa Payoh,2018-01-22,09:00,87
Toa Payoh,2018-01-22,09:05,87
